,Comment,english_translate,polarity,Label
130,buatin virus nya dulu nanti jualin vaksin nya mantap,make the virus first then sell the vaccine steadily,0.20833333333333331,2
132,rakyat dulu yang disuruh uji coba presiden dulu lah dan petugas partai nya yang katanya pembela rakyat,the people first were ordered to do the presidential trial first and the party officials who were said to be defenders of the people,0.25,2
135,dpr dulu baru rakyat benarkah,first dpr then the people really,0.225,2
136,jangan ada yang beli ini vaksin mau program membunuh rakyat secara perlahan pakai vaksin malah kena virus mematikan suruh si jae aja ama keluarga nya sendiri yang pakai,"don't anyone buy this vaccine, want the program to kill the people slowly using the vaccine instead of getting a deadly virus, tell Jaa and his own family to use it",0.033333333333333326,2
142,dei kmrin vaksin siap siap tapi tidak siap,dei kmrin vaccine ready but not ready,0.05,2
146,jangan kaya kritikan manusia sampah yang penting harus positip berpikir,"do not be rich in human criticism of trash, which is important to think positively",0.2505681818181818,2
149,kalo hoax siap mundur itulah pemimpin yang sejati,if a hoax is ready to resign that is the true leader,0.275,2
150,palingg akalan aja kena covid pilek biasa kalii,"Most of all, it won't be easy to get the common cold with Covid",0.008333333333333331,2
153,undur truusss kemren katanya agustus sekarang january wkwkwk hoax paling entar,"stepped back, truusss kemren, he said, August now, January, haha, the hottest hoax",0.1,2
156,menurut saya gak usah di vaksin kalo manusianya sadar kan ilang dengan sendirinya,"In my opinion, there is no need for vaccines if the humans are aware that they lose themselves",0.25,2
158,nanti kalo vaksinnya keluar para petinggi dan pejabat nya dulu yang divaksin ya biar tau,"Later, when the vaccine comes out, the higher ups and officials will be vaccinated first so you know",0.16666666666666666,2
164,pejabat negara aja dulu divaksin mulai dar pejabat tinggi,state officials used to be vaccinated starting from high officials,0.08,2
166,yang setuju pak jokowi divaksin duluan dan live atau ditonton rakyat,who agree that Pak Jokowi is vaccinated first and live or watched by the people,0.19318181818181818,2
170,yang anehnya kalau memang vaksin itu berhasil dan sudah disaksikan presiden kenapa harus nunggu januari,the strange thing is that if the vaccine was successful and the president had witnessed it why should we wait for January,0.35,2
171,saran nih cuma saran lho jangan sampai saya kena uu ite kalo pemerintah sudah resmi launching vaksin corona kita suruh jajaran pemerintah coba dulu kan pemerintah itu yang gaji rakyat nah kita sebagai orang yang bayar presiden dan kawan kawan berhak untuk mendapatkan testimoni lebih dulu kalo pemerintah aja gak mau coba vaksinya sendiri maka kalo vaksinya malah bisa ngebunuh rakyat kan gawat ntar kek pembantaian masal,"This suggestion is just a suggestion, don't let me get hit with it, if the government has officially launched the corona vaccine, we tell the government ranks to try the government first, the people's salaries, so we as people who pay the president and friends have the right to get testimony first if the government doesn't If you want to try the vaccination yourself, if the vaccination can actually kill the people, it will be bad if it is a mass slaughter",0.01714285714285717,2
174,tes dulu vaksinnya ke keluarga istana baru sama binatang,first test the vaccine to the royal family and then the animals,0.25,2
175,buat peecobaan pertama megawati dan pengikut pdip terus angota kpu,"For the first trial, Megawati and Pdip followers continued to be Kpu members",0.25,2
176,saya mah berharap lancar cuman lo pada mau ga jd uji vaksin covid lagi dibuka tuh presiden sama dpr ja boro boro mau mlah nyuruh rakyat yang mau jd relawan kalo berhasil yang mau pake vaksin mending gratis kalo ujung ujungnya bayaar bagaimana buat rakyat kecil jdnya bisnis lagi,"I hope it will run smoothly, but if you want to not have the covid vaccine test again opened, the president and DPP Ja Bororo want to ask the people who want to become volunteers.",0.4,2
177,uji coba ke koruptor dulu,test it to corruptors first,0.25,2
178,paling disuruh beli yeaah ladang bisnis lagi sama negeri tirai bambu,most asked to buy yeaah business fields again with the bamboo curtain country,0.5,2
186,alhmdllah semoga para anggta dewan nya dulu jadi uji coba krena dia wakil rakyat jadi dia harus mewakli rakyat nya,Alhmdllah I hope the members of the council will be a trial first because he is the people's representative so he must represent the people,0.25,2
188,coba uji vaksin ke kabinet joko dulu kalau ada perkembangan baru coba sama rakyat tapi jangan uud ya ujung ujung duit,"Try a vaccine trial in the Joko Cabinet first. If there are new developments, try it with the people, but don't see the end of the money",0.19318181818181818,2
190,harus nya dpr dulu yang di uji coba dulu kan beliau beliau itu adalah wakil rakyat jangan pas vaksin ok doank minta nya duluan di vaksin,"The DPR should be tested first, right? He is the representative of the people, don't get vaccinated, OK, ask for the vaccine",0.3452380952380952,2
191,para anggota dewan sama menteri dulu br masyakat biar twu sampai batas waktu yang tlh di tentukan stelah hilang vaksinnya bagaimana reaksi orangya,"the members of the council and the minister first, the community so that twu until the time limit has been determined after the vaccine is lost, how will the people react",0.25,2
193,halah terlalu panik dan di besar kan soal covid di kampung kehidupan masyarakat biasa saja cm pingin hambur kan uang rakyat untuk penanganan covid segala cara dan aturan untuk penanggulangan covid jg ga ada hasilnya shrsnya kt belajar dr kasus flu burung yang ktnya bahaya mematikan unggas di bantai berapa kerugian rakyat kecil ga terhitung orang yang kontak langsung sama unggas malah ga apa kalau bahaya mngkin yang pada mati yang kontak langsung sama unggas akhirnya jg biasa saja ga seheboh covid selama anggaran covid masih banyak ga bakal covid akan selesai,"halah too panicked and raised about Covid in the village, the life of ordinary people, I want to waste people's money on handling Covid, all the means and rules for overcoming Covid that there are no results. The losses of the little people do not include people who have direct contact with poultry, it is okay if there is a danger that people who die, who are in direct contact with poultry, end up being normal, not as exciting as Covid, as long as there are still a lot of Covid budgets, Covid will not be over",0.05138888888888889,2
197,hiv sars dan lainnya vaksin nya di temukan bertahun tahun ini kenapa cepat,HIV SARS and other vaccines discovered over the years why so fast,0.037500000000000006,2
199,gak ada vaksin yang penting makan dengan nutrisi tercukupi juga bisa ningkatin anti bodi anti bodi kuat di jamin virus yang masuk langsung keok,"There is no vaccine, it is important that eating with adequate nutrition can also increase the strong anti-body anti-body guaranteed by the virus that enters directly into the stomach",0.3166666666666667,2
201,di berita wuhan sudah bisa clubing kl memang beritany benar itu ada contoh kenapa gak di contoh wahai manusia,"In the news, Wuhan can already club, if the news is true, there are examples of why it's not in the example, O humans",0.35,2
205,saya gak ikutan dulu ahh vaksinnya masih belum aman tunggu pas gue sudah tua aja baru vaksin sekolah onlen selama tahun cepat menghilang lah covid aku ingin bertemu sama teman teman ku,"I didn & # 39; t follow first, the vaccine is still not safe. Wait when I am old, the school vaccine is online for years.",0.03333333333333333,2
207,sudah berapa banyak vaksin yang telah disuntikkan ke tubuh mulai dari bayi sampai dewasa apa masih mau ditambah lagi vaksin ke dalam tubuh lalu sampai kapan cerita virus dan vaksin ini akan berakhir,"How many vaccines have been injected into the body, from infants to adults, do you want to add more vaccines into the body then how long will the story of this virus and vaccine end",0.31666666666666665,2
208,kl dalam tahun ini sudah ada berita atau benar ada vaksin covid yang telah siap disebarkan ke seluruh manusia agak ragu jg sih kl vaksin itu aman kajian untuk membuat vaksin aja itu memakan periodik yang sangat panjang mending mulai sering minum vitamin aja dari sekarang sebagai imunitas kekebalan tubuh daripada isu sudah ada vaksin dr pemerintah lalu disuntikan ke seluruh negri eh ga tau besok rakyatnya malah jd stroke terciptalah gelombang ke tuh ntah apa titel penyakit nya dukung biar cepet ada sih boleh tpi pendidikan edukasi seperti ini channel ini harus lebih disebarkan lagi pahami biar tidak terus dibodoh apalagi ini sudah elite global yang main bisa aja kita dikerjai,"If this year there has been news or is it true that there is a Covid vaccine that is ready to be distributed to all humans, a bit doubtful if the vaccine is safe, the study is safe to make a vaccine, it takes a very long period, it's better to start taking vitamins often from now on as immune immunity rather than the issue that there is already a vaccine from the government and then it is injected throughout the country eh don't know tomorrow the people instead a stroke will create a wave, no matter what disease title is supported so that quickly there is okay but educational education like this this channel must be disseminated more understand it so it doesn't continue being fooled especially since this is already a global elite who plays, we can only be tricked",0.19773809523809524,2
212,aman endasmu,your safe,0.5,2
213,negara maju aja belum ada yang divaksin massal,developed countries have not been mass vaccinated,0.1,2
215,china itu cerdas produk china hnya untuk bisnis buat china rupiah sngt brti china cerdas untuk mrusak untuk mnjjah itu china,"China is smart, Chinese products are only for business for the Chinese rupiah, brti, the Chinese are smart to destroy to colonize, it's China",0.03265306122448979,2
218,vaksin ex china prioritaskan dulu untuk anggota dpr jangan ada yang lolos karena dpr menyetujui impor vaksin china juga sebagai pengawas pemerintah untuk keselamatan nkri yang menyetujui harus coba lebih dulu untuk masyarakat tggu setelah tahun kemudian reaksi apa yang terjadi bila perlu tidak usah di vaksin mati hidup allah yang tentukan cukup rutin wudhuk waktu secara sempurna,"Ex China vaccines prioritize DPR members, don't let anyone qualify because the DPR approves the import of Chinese vaccines as well as a government supervisor for the safety of the Republic of Indonesia who agrees to try it first for the Tggu community after years later what reactions will occur if necessary, don't need to live dead vaccines, God which determines quite a perfect wudhuk time routine",0.16948051948051948,2
219,virus awal dari china vaksin beritanya banyak dari china juga,the early virus from china vaccines a lot of news from china too,0.1,2
220,vaksin china sama ga dengan spare part handphone kalau sparrpart handphone dari china ada premium kw kw kw terus semoga awet nah kalau vaksin china ini kw berapakah,"Chinese vaccine is the same as cellphone spare parts, if there is a premium cellphone from China, kw kw, I hope it will last, how much is this china vaccine?",0.05,2
224,saya tidak percaya sama lu vaksin saja tu dpr kan dewan perwakilan rakyat kan harus mewakili rakyat dan saya tidak di vaksin saya sodakoh saja buat indonesia buat bayar utang yang totalnya usd prongkat asean pringkat dunia,"I do not believe in just vaccinating, but the DPR, right? The people's representatives have to represent the people and I am not vaccinated.",0.2857142857142857,2
228,patuh amat si sama who,very obedient the same who,0.26,2
229,buat seluruh rakyat indonesia yang berminat untuk suntik vaksin jangan lupa buat berita acara dan tempel materai agar suara dari surat berita acara itu pun kuat antisipasi bila mana ada kegagalan dalam pembuatan vaksin covid kita berhak meminta pertanggung jawab an dari pihak yang terkait dalam pembuatan vaksin jadi lah bangsa yang cerdas pandai,"For all Indonesian people who are interested in vaccine injections, don't forget to make an official report and post a stamp so that the sound from the official report is strong. Anticipation is that if there is a failure in the manufacture of the Covid vaccine, we have the right to hold accountable parties involved in making the vaccine so that a smart nation",0.21111111111111105,2
232,saya yakin itu penawarnya,I'm sure that's the antidote,0.5,2
234,virus dari china eet deeh ini vaksim pun dari china bisa saja pada cari bisnis rakyat masih saja di bohongin klw mang sudah umur kkw bisa di jaga stiap hari di rmh sakit banyak yang mati dan banyak pula bermacam yang penyakit kita sebagai manusia iklas saja semua jg akan kembali pada pencipta nya allah swt,"virus from china eet deeh this vaccination even from china can be looking for people's business is still being deceived when it is already old kkw can be taken care of every day at home sick, many die and there are also many various diseases that we as human beings just all will also back to the creator Allah swt",0.055102040816326525,2
235,itungannya ghini lo china berhasil bikin vacsin kedepannya kalau ada virus baru dia sudah ahli jd nanti ketergantungan,"it counts Ghini lo, China succeeded in making a vacsin in the future, if there is a new virus, she is already an expert so it will be addiction",0.06818181818181818,2
240,yang menolak vaksin covid jangan hadir pas jadwal vaksin tiba gampang kan pemerintah tidak akan maksain jg kok untuk yang tidak mau karena target nya bukan rakyat indonesia,"those who refuse the covid vaccine, don't come when the vaccine schedule arrives, it's easy, right?",0.3595238095238095,2
242,banyaknya pasien yang sembuh membuktikan jika covid bisa atasi kenapa ribut impor vaksin,The large number of patients who have recovered proves that if Covid can overcome why the hassle of importing vaccines,0.2571428571428571,2
243,para pejabat pemerintah harapkan pertama vaksin rakyat belakangan saja kel istana dan seluruh kel nya anggota dpr mpr dan kel nya,"Government officials hope that the first is the people's vaccines, later the palace committee and all members of the MPR and PR members",0.125,2
246,itu vaksin ada efek samping tidak coba perhitungkan kembali efek samping kedepannya beberapa tahun kemudian setelah suntik vaksin apa yang bakalan terjadi mending lakuin saja hidup sehat olahraga pagi makan makanan sehat sempurna jangan lupa mandi sehari kali satu lagi yang jangan pernah lupakan menjalankan ibadah shalat waktu tepat pada waktunya insyaallah hati adem ayem jasmani dan rohani kita sehat,"There are vaccines there are side effects, don't try to recalculate the side effects in the future a few years later after the injection of the vaccine, what will happen, it's better to just do a healthy life, exercise in the morning, eat perfectly healthy food, don't forget to take a shower one more time, don't forget to pray at the right time time, God willing, our hearts are cool, calm, physically and spiritually, we are healthy",0.2489795918367347,2
247,gimana kalo uji cobanya pada wakil rakyat mereka kan mewakili seluruh rakyat indonesia kalau dalam kurun waktu bulan mereka tidak apa berarti vaksin bagus,"What if the test is done on the people's representatives, they represent all the Indonesian people, if within months they don't mean the vaccine is good",0.19374999999999998,2
248,hembusan napas bisa deteksi come on kalau ngelawak ga lucu,exhale can detect come on if joking isn't funny,0.25,2
250,selama gratis ngak masalah tapi kl harus berulang di vaksin ngak lucu juga jd kaya oengadaan ladang uang bukan benar vaksin artinya,"As long as it's free it's not a problem, but if you have to repeat the vaccine, it's not funny to be rich if you have a field of money, it doesn't really mean vaccines",0.057500000000000016,2
251,halah angger ngumbe tolak angin lak aman,halah angger ngumbe reject the wind lak safe,0.5,2
252,aliansi profesi kesehatan indonesia menolak vaksin yang terlalu terburu buru,the Indonesian health professional alliance rejects vaccines that are too hasty,0.1,2
253,vaksin pada intinya bibit penyakit yang dilemahkan dalam proses distribusinya bisa jadi kembali kuat,Vaccines are basically weakened germs in the distribution process can come back strong,0.21666666666666665,2
254,heran ya kenapa sekarang berita yang di up nya tuh vaksin padahal kan vaksin masih uji klinis itu juga belum berhasil malah ada wacana diborong atau diamanin jumlahnya puluhan juta dosis aneh bukannya harusnya lebih penting ya di masa new normal kaya sekarang harusnya tes nya diperbanyak laporan yang under overreporting diperbaiki ketentuan tes who jt penduduk per minggu bukan jadi patokan harusnya lebih dari itu bahkan kalo bisa jadi per hari semakin cepet kedeteksi ya semakin baik ada ko contoh negara yang sudah bisa ngendaliin virusnya cuman jadi puluhan atau dibawa pas dilihat tes nya emang jauh diatas standar who virusnya emang susah ilang tapi kan seengganya bisa dikendalikan,"I wonder why now the news that is being uploaded is a vaccine even though the vaccine is still in clinical trials, it has not been successful, there is even a discourse that there are tens of millions of strange doses. overreporting improved the provisions of the test who jt the population per week, not so the standard should be more than that, even if it could be that per day, the more quickly it is detected, the better there are examples of countries that can control the virus, only tens or when seen the test is far above standard the virus is hard to get rid of, but at best it can be controlled",0.2570512820512821,2
257,china sudah normal kembali tanpa vaksin tanpa biaya,China is back to normal without the vaccine at no cost,0.075,2
258,dpr nya dulu yang di vaksin,the dpr was vaccinated first,0.25,2
259,suruh aja staf who dan idi yang dijadikan kelinci percobaan yang lucunya lagi vaksin kok punya efek samping itu bukan vaksin namanya,"Just tell the staff who and idi who are turned into guinea pigs, the funny thing is that vaccines have side effects, it's not called vaccines",0.25,2
260,pejabat dikasih vaksin agar jadi jujur adil plissss,"officials are given vaccines to be honest, plissss",0.6,2
261,walawpun nih vaksin kasih gratis saya sih tidak jadi manusia percobaan,"Even though the vaccine is free, I am not an experimental human",0.16666666666666666,2
262,sumber vaksin itu datang dari tiongkok secara logika apakah semua rakyat tiongkok yang jumlahnya mencapai miliaran lebih sudah mendapatkan vaksinasi karena hal tersebut tidak ada beritanya negara asal tidak akan memproduksi vaksin buat negara lain jika kebutuhan akan vaksin di dalam negeri nya belum terpenuhi ada apakah gerangan,"the source of the vaccine comes from China. Logically, whether all the Chinese people who number more than billions have received vaccinations because there is no news that the country of origin will not produce vaccines for other countries if the need for vaccines in their country has not been met, what is it?",0.15625,2
263,jangan sampai di jadikan kelinci percobaan vaksin belum jelas jangan coba,"don't let it be made into guinea pigs, vaccines aren't clear yet, don't try",0.10000000000000002,2
264,sangkuni aja diduluankan gagal pun sudah tua kq,just sangkuni before failing it is too old kq,0.1,2
268,tidak bnget saya msih pingin hidup cuk,"No, I still want to live",0.13636363636363635,2
269,pemerintahlah dluan dokter tni polri dan rakyat belakangan kalau misal nakes dokter tni polri rakyat duluan nti kalau kenapa npa negara tidak ada pasukan bro kalau klian yang kenapa npa kn bisa pilkada,"the government was first the doctor, the police and the people later, if for example the doctor, the police, the people first, if why doesn't the state have no troops, bro, why don't you get the election",0.16666666666666666,2
270,wkwkw habis nyiptain virus skrang nyiptain anti virus murni bisnis terus isi vaksinnya apa apa rakyat boleh tau apa komposisinya dan di buat dari apa halal haram kah dan aman kah buay orang hamil atau anak balita ini akan jadi persoalan pasti nantinya,"wkwkw after creating the virus, now creating a pure anti-virus business, then the contents of the vaccine, can the people know what the composition is and what is it made of and what is halal, haram, and safe if pregnant people or toddlers will be a definite problem later",0.20952380952380953,2
281,tiongkok apah yang di banggakan sama pemerintah beras pelastik ajh made in tiongkok telur buatan made in tiongkok sekarang vaksin pun made in tiongkok hati vaksin mematikan nih made in tiongkok,"China, what is the government proud of, plastic rice, ajh made in China, artificial eggs made in China, now vaccines are made in China, liver, deadly vaccines are made in China",1.850371707708594e-17,2
283,masih percaya sama who yang nyatanya sudah tahun terakhir tidak bisa membuat vaksin untuk hiv corona sars dan corona mars masih yakin hiv sudah tahun mewabah belum ketemu vaksinnya corona sars sudah tahun belum juga ada vaksinnya corona mars sudah tahun sampai sekarang belum ada vaksinnya masih berharap vaksin covid ditemukan bahkan belum ada tahun mewabah dan fakta bahwa ditahun vaksinasi dbd diflipina malah membuat nyawa anak melayang padahal vaksin dbd sudah tahun ditemukan masih saja fatal masih mau percaya vaksin,"still believe in who in fact have not been able to make a vaccine for hiv corona sars and corona mars in the last year still believe hiv has been an epidemic year, has not found the vaccine, corona sars has not had a vaccine, corona mars has not been able to make a vaccine until now, still hopes that the covid vaccine It was found that there hasn't been a year of epidemic yet and the fact that in the year of DBD vaccination in the Philippines, it actually caused children's lives to die, even though the DBD vaccine was found in the year it was still fatal. Still want to believe the vaccine",0.25,2
288,saya bukan mau ngelawak tapi kok saya takut ya setelah di suntikan vaksin entar malah membuat penyakit baru yang lebih mematikan dan menjadi wabah baru kebanyakan nonton alur cerita film nih kek gini nih,"I don't want to be a joke, but how come I'm afraid that after being injected with the vaccine, it will actually cause a new disease that is even deadlier and becomes a new epidemic, mostly watching the storyline of the film, this is it?",0.034545454545454546,2
289,di persilahkan dungks dpr dan pejabat pejabat,welcome dpr dungks and official officials,0.8,2
290,dikasi gratis juga saya gamau gatau kenanpa tapi gak percaya saja,"I also gave it for free, I didn't want to do it, but I didn't believe it",0.4,2
298,no vaksin no test all we are healthy menolak vaksin makan sehat tidur cukup dan olah raga pasti sehat jangan mau di vaksin ti bukan vaksin yang benar mlah vaksin buat membunuh popularity manusia tiongkok jangan di percaya,"no vaccine no test all we are healthy refuse vaccines, eat healthy, sleep enough and exercise, you must be healthy, don't want to be vaccinated, not the right vaccine, it's a vaccine to kill the popularity of Chinese people, don't believe it",0.2976190476190476,2
299,intinya saya tidak mw vaksin biar anggota dpr anggota pemerintahan lainnya yang lebih dulu vaksin karena mereka yang sering rapat ktemu banyak orang terima kasih,the point is I don't want to get vaccinated so other members of the DPRD are the first to get vaccinated because those who often meet many people thank you,0.20833333333333334,2
301,saya persilakan dpr yang di di vaksin dulu bukan rakyat dulu sadar hey sadar,"I let the DPP that was vaccinated before, were not the people before, were aware hey realized",0.25,2
306,bapak dan ibu yang duduk di pemerintahan mohon dengan hormat jangan gegabah dan terburu teliti dan pertimbangan kembali urgency nya kemanfaatannya jangan terlalu berani untuk gambling pak bu tolong lihat kembali fakta di lapangan perhatikan kembali sifat kestabilan virus dan genom virus itu sendiri untuk vaksin yang akan bapak dan ibu gunakan lihat pula fakta peningkatan angka positif yang terjadi apakah benar yang dinyatakan positif itu benar positif dalam pengertian sakit tolong bapak ibu yang terhormat yang intelektualitasnya tidak kami ragukan padukan intelektualitas anda dengan keimanan yang akan dipertanggungjawabkan kelak dihadapan allah swt jangan jadikan rakyatmu sebagai ajang uji coba bagi negara lain,"Ladies and gentlemen who sit in government, please respectfully do not be careless and hasty and reconsider the urgency of its usefulness, don't be too brave to gamble, sir, please look again at the facts in the field, pay attention to the stability of the virus and the virus genome itself for the vaccine that will be, sir and Mother, use the fact that there is an increase in positive numbers, whether it is true that what is stated positive is true positive in the sense of illness, please respectable ladies and gentlemen whose intellectuality we do not doubt mix your intellect with faith that will be accounted for in the future before Allah SWT, don't make your people a testing ground for other countries",0.28068181818181814,2
307,tuh kan pola alurnya pasti begitu mereka bikin virus sebarkan lalu bikin vaksin jual dapat duit melimpah dari pembohongan virus target utama adalah negara misqueen dan berkembang indonesia masuk tuh,"the pattern of the flow is certain, once they make the virus spread, then they can make a selling vaccine to get abundant money from lying the virus. The main target is poor countries and developing countries, Indonesia entered.",0.14523809523809522,2
308,bosen lah tidak ada berita lain yang untung makin untung yang kaya makin kaya ujung bisnissssssss duiittttttt ups,"bored, there is no other news that the more profitable the more the rich the richer the business tip duiittttttt oops",0.1875,2
312,vaksin hiv aids vaksin mers dll bertahun tahun gak bisa ditemukan ini virus baru kok langsung bisa ditemukan,"hiv aids vaccines mers vaccines etc. for many years you could not find this new virus, how come you can immediately find it",0.3181818181818182,2
316,kasih contoh dulu lah coba dulu ke wakil rakyat aman atau tidak takutnya seperti di film film,"Give an example first, try it first to the people's representatives, whether it's safe or not, like in a movie",0.3333333333333333,2
317,kenapa ga wakilrakyat dulu di vaksin kalau aman baru lah rakyat karena kalian kan wakil kami,"Why don't the representatives of the people get vaccinated first, if it is safe then the people will be because you are our representatives",0.375,2
323,dulu vaksin hanya untuk bayi dan cuma bcg terus nambah dapat lah ini lah itulah bahkan ada yang sampai kali untuk satu vaksin terus anak tk divaksin lagi katanya vit lah apa lah gitu sd di vaksin lagi bahkan tanpa pemberitahuan ke orang tua padahal syarat divaksin itu harus sudah sarapan tidak demam dan ada izin giliran ada yang lumpuh setelah vakin menguap begitj saja ternyata sampai anak smu jg masih dikejar vaksin tanpa kita tau cairan apa yang sebenarnya yang disuntikkan ke kita sampai segitunya seperti diuber benar eh sekarang jumpa vaksin lagi padahal tau terjadi mutasi di virus corona dan belum tau cara menanggulangi nya logikanya apagunanya juga divaksin,"In the past, vaccines were only for babies and only bcg continued to add, this is how some people even get one vaccine, then the child is not vaccinated again, he said, what is vit, that's how it was in the vaccine again even without notification to parents even though the conditions for vaccination must already be breakfast has no fever and there is permission to turn someone paralyzed after the vaccine evaporates, just like that, it turns out that high school children are still being chased by vaccines without us knowing what liquid is actually being injected into us until it's as much as being chased right now see the vaccine again even though we know there is a mutation in the virus corona and don't know how to deal with it, logically, if it's also vaccinated",0.08071428571428571,2
325,itu yakin vaksinya efisien karena vaksin setau saya dapat mutasi menjadi virus yang lebih bahaya seharusnya harus di uji coba dulu supaya melihat perkembangan vaksin itu,"I believe the vaccination is efficient because as long as I know the vaccine can mutate into a more dangerous virus, it should be tested first to see how the vaccine is progressing",0.02500000000000001,2
327,sasaran utama vaksin baiknya diberikan kepada nakes tni polri dan para pejabat negara ini itu dulu lah baru kasih ke rakyat sisanya,The main target of vaccines should be given to the National Police and these state officials first then give it to the rest of the people,0.20833333333333331,2
328,kami butuh benih kami butuh pupuk agar mudah menanam kami lah yang menyediakan pangan kami tidak butuh vaksin pak kami butuh tanaman sehat udara sehat dan pikiran sehat,we need seeds we need fertilizer so it's easy to plant us who provide food we don't need vaccines sir we need healthy plants healthy air and healthy minds,0.48333333333333334,2
330,dia dulu deh,him first,0.25,2
332,di china ga divaksin disini divaksin luar biasa,in China it is not vaccinated here is vaccinated extraordinary,0.3333333333333333,2
336,daripada dana anggaran triliunan buat beli vaksin mending buat menambahkan bansos atau bantuan tunai untuk masyarakat,Instead of trillions of budget funds to buy vaccines it is better to add social assistance or cash assistance for the community,0.26666666666666666,2
337,tes pertama ke ketua dprnya setuju,the first test to the chairman of the dprnya agreed,0.25,2
341,dpr wakil rakyat jadi tolong ya dpr wakilin kami dulu dalam uji coba ini wkwkw,"DPR Representative of the People, please please, our Wakilin DPR first in this trial hahaha",0.225,2
342,tolong vaksin anggota dpr kalo bagus baru rakyat,"Please vaccinate the DPR members. If it's good, then the people",0.7,2
345,kalian aja dpr dan pemerintah serta keluarga kalian yang divaksin duluan baru setelah tidak ada efek samping yang mematikan kita baru coba jangan rakyat jelata yang di jadikan kelinci percobaan vaksin tidak jelas,"you just dpr and the government and your family who are vaccinated first, then after there are no deadly side effects, we just try not the commoners who are made as guinea pigs, vaccines are not clear",0.09999999999999999,2
346,yakin vaksin bisa mengatasi pandemi yakin vaksin nya nggak mberatin masyarakat yakin harganya murah yakin vaksinnya cuman sekali,"I'm sure a vaccine can overcome a pandemic, I'm sure the vaccine doesn't think the public is sure it's cheap, I'm sure the vaccine is only once",0.34285714285714286,2
349,lucu kenapa wajib vaksin biar ada celah korupsi wkwkwkw,funny why vaccines are mandatory so that there is a gap in corruption hahaha,0.225,2
353,pas diwawancara rosi ada yang unik nih wkwk bapak sebagai presiden siap ga kalo misal presiden itu divaksin pertama jawab yaa saya tergantung dari tim covid kalau presiden pertama yaa saya siap,"When I was interviewed by Rosi there was something unique, sir, as president, are you ready or not if for example the president is vaccinated first, answer yes, I depend on the covid team if the first president is ready",0.255,2
354,covid berakhir juga akan ada orang meninggal terkena covid setelah setahun sebulan atau beberapa hari keluar dari dalam kubur atau hidup kembali kembali menjadi daging tubuh manusia ini nyata bukan bohong dan kuasa dan ajaib tuhan,"Covid ends there will also be people who die from Covid after a year, a month or a few days out of the grave or come back to life again into the flesh of the human body, this is real, not a lie and the power and magic of God",0.1,2
355,kayanya masih lama juga,rich is still a long time,0.1625,2
